C171	L3	World model for synthetic robot data generation	NVIDIA-OSS	Cosmos	https://github.com/nvidia-cosmos	Open weights under NVIDIA Open Model License
C172	L4	Multi-fleet task allocation and traffic control	Open Robotics	Open-RMF	https://github.com/orgs/open-rmf/repositories	Heterogeneous fleet interoperability
C173	L4	Basic fleet manager for ROS robots	Open-RMF	free_fleet	https://github.com/orgs/open-rmf/repositories
C174	L4	Time-series recording and replay of ROS topics	OSS	rosbag2	https://github.com/orgs/ros2/repositories
C175	L4	Serialization-agnostic multimodal log container	Foxglove	MCAP	https://github.com/foxglove/mcap	Default rosbag2 storage plugin
C176	L4	Robotics data visualization and telemetry	Foxglove	Foxglove SDK	https://github.com/foxglove	Foxglove Studio desktop app was discontinued in favor of SDK/web
C177	L4	Multimodal time-aware data logging and viewer	Rerun	rerun	https://github.com/rerun-io/rerun	Found via https://github.com/topics/robotics
C178	L4	Live timeseries plotting and log inspection	OSS	PlotJuggler	https://github.com/facontidavide/PlotJuggler
C179	L4	Runtime tracing of node and executor latency	OSS	ros2_tracing / CARET	https://github.com/orgs/ros2/repositories	LTTng-based; CARET adds callback-chain analysis
C180	L5	Safety-certifiable Linux enablement	Linux Foundation	ELISA	https://elisa.tech/	Enabling Linux in Safety Applications; process and evidence work
C181	L5	Open safety-certified vehicle software platform	Eclipse Foundation	Eclipse S-CORE	https://projects.eclipse.org/projects/automotive.score	Targets ISO 26262 ASIL-B; ROS-adjacent middleware
C182	L5	Formal safety envelope for motion decisions	Intel / OSS	ad-rss-lib	https://github.com/intel/ad-rss-lib	Responsibility Sensitive Safety model implementation
C183	L5	Package quality-level declaration process	Open Robotics	REP-2004 Quality Levels	https://ros.org/reps/rep-2004.html	Prerequisite artifact for any ROS 2 safety argument
C184	L6	Multi-package build and test orchestration	OSS	colcon	https://colcon.readthedocs.io/	Standard ROS 2 build tool
C185	L6	System dependency resolution across distros	Open Robotics	rosdep	https://github.com/ros-infrastructure/rosdep
C186	L6	Release automation into binary distributions	Open Robotics	bloom / ros_buildfarm	https://github.com/ros-infrastructure/bloom	Feeds packages.ros.org debian builds
C187	L6	Conda-based cross-platform ROS distribution	OSS	RoboStack	https://robostack.github.io/	ROS 2 on conda-forge for macOS/Windows/Linux without apt
C188	L6	Canonical package and API index for ROS 2	Open Robotics	index.ros.org	https://index.ros.org/packages/	Discovery surface for the entire ROS 2 package set
C189	L6	Model and dataset hosting and distribution	HuggingFace	Hugging Face Hub	https://huggingface.co/lerobot	Primary distribution channel for VLA weights and LeRobot datasets
