C297	none	Kenning and vla.cpp each miss 2+ criteria	high	3	3	3	3	No SDK combines ROS 2 integration, INT8, VLA support, GGUF and low latency	anyone deploying VLA policies outside the NVIDIA stack	One ROCm EP for vla.cpp plus one Kenning VLA backend assembles the alternative	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-12
C298	none	-	high	3	3	3	3	No single recommended AMD inference execution path; guidance is fragmented across EPs	developers choosing how to deploy a model on AMD	Publish the decision tree — a documentation action that unblocks several dependent efforts	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-16
C299	none	Vitis AI DPU is CNN-only; Ryzen AI ONNX RT VOE is the tractable path	high	3	3	2	2	No open ML compiler reaches AMD embedded NPU/AI-engine tiles; MLC-LLM does not deploy to Kria/Versal	embedded robotics teams on AMD NPU silicon	Prioritize an ONNX RT VOE reference path for Ryzen AI NPU over a full TVM/Versal AIE bridge	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-11
C300	none	-	high	3	3	3	3	AMD edge hardware (Ryzen AI X100, Kria) shipped into a nearly empty SDK layer, unlike Jetson's day-one maturity	every design win evaluating AMD edge silicon	Pick one flagship SDK component and ship it as a reference stack timed to hardware availability — umbrella for several other gaps	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-17
C301	none	KRS, REP 2008 and Xen are the building blocks; ROBOTCORE is a licensable blueprint	high	3	3	2	3	FPGA real-time control loop is not callable from ROS 2 or Python — last-mile packaging, not foundational engineering	robotics teams that would use FPGA determinism but will not write RTL	OEM ROBOTCORE as AMD's first-party FPGA robotics SDK layer	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-6
C302	none	TUV SUD design-flow cert covers FPGA fabric only	high	3	3	3	3	No functional-safety certification covers AMD AI-inference/XDNA tiles — only the deterministic fabric	anyone putting a learned policy on AMD silicon in a safety context	Scope extending the existing TUV SUD design-flow certification to Kria X100 AI-engine tiles — an extension, not a new program	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-19
C303	none	-	med	3	2	2	2	No accredited third-party AI-robotics inspection lab exists outside one vendor's own program	robot OEMs needing independent AI safety assessment	Partner with an accredited body rather than building the lab	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-20
C304	none	-	med	3	2	2	3	The humanoid safety standard is still at committee draft — participation window is open and uncontested	AMD's future certification obligations	Nominate a participant to ISO TC 299 now; cheapest and longest-horizon action in the register	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-21
C305	none	working ROCm code exists but is not surfaced	high	3	3	2	3	AMD has no presence on the model hub developers actually browse	developers choosing hardware at the moment of model selection	Publish model cards — documentation, not engineering	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-5
C306	none	-	high	3	3	3	3	No CI publishes prebuilt robot-policy wheels for AMD targets	developers who will not build from source	Reuse the vLLM CI playbook for LeRobot policies on gfx942/gfx1100	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-10
C307	none	Genesis World is ROCm-native; Cosmos 3 Nano community-confirmed on ROCm	high	2	3	2	3	No validated end-to-end AMD synthetic-data pipeline; components exist but orchestration is unowned	teams building sim-to-real data pipelines on AMD	Own and publish the end-to-end reference — an integration and authorship gap, not a components gap	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-7
C308	none	-	med	3	3	2	2	Robot fleet edge data center is an uncontested emerging category with no incumbent	robot fleets needing shared compute between edge and cloud	First-mover positioning while the category has no incumbent	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-4
C309	none	AMD CPU design wins exist (CX20x3, K4131-Px); zero GPU/NPU wins	high	3	3	2	3	Zero AMD GPU/NPU certified design wins in the Windows industrial IPC market; the technical barrier is already closed	industrial automation integrators on TwinCAT and SIMATIC	Pursue TwinCAT 3 ML and SIMATIC Edge GPU/NPU certification — commercial motion, not engineering	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-3
C310	none	-	med	3	2	2	2	No vendor-neutral teleop data-collection path; the dataset format is neutral but the tooling is not	teams collecting demonstrations without committing to one vendor	Publish a ROCm-native collection path	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-23
C311	none	MI300X 192GB HBM3 suits the memory-bound regime	med	3	3	2	2	No public non-NVIDIA VLA training case study exists; the training-cluster market defaults to DGX/HGX in every public writeup	buyers sizing VLA training infrastructure	Publish a VLA foundation model trained on an MI300X cluster as a case study	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-24
C312	none	rocRobo (embryonic)	med	3	3	3	2	No portable GPU motion planning library outside cuRobo	the whole non-NVIDIA manipulation ecosystem	Back rocRobo or a portable alternative; this is the capability-level view of the cuRobo gap	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-14
C313	native	AMD zero-copy ROS 2 transport already shipped	high	-	-	-	-	-	-	-	prior:internal — colleague team delivered the Isaac-ROS-equivalent transport layer
C314	none	-	med	3	2	2	2	No safety island paired with AMD AI compute in the way one vendor already ships	OEMs architecting mixed-criticality robot compute	Evaluate whether Versal deterministic fabric can be positioned as the safety island beside the AI tiles	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-19
C315	none	ROCm docs exist but are not robotics-facing	med	2	2	2	2	No robotics-specific AMD developer portal or forum surface	developers looking for a robotics entry point into AMD	Create a robotics landing surface rather than scattering content across ROCm docs	prior:flow_graph/robotics-ecosystem/gap_register.md#GAP-17
